"code_chromato","num_yas","commentaire_chromato","gene","qualite_chromato","type_individu","code_ind_biomol","code_ind_tri_morpho","code_tube","num_ind_biomol","commentaire_ind","taxname","date_identification","precision_date","critere_identification","commentaire_esp_id"
"YCM790|AM4R1","YCM790","4b polym","AM4","OK","A","PnspSpuz|SPUZONCL_201107_1ID","PROASELLUS_N_SP_SPUZ|SPUZONCL_201107[1]PAnSz1","1","1ID","","PROASELLUS_N_SP_SPUZ","2011-09-01","M","M",""
"YAD444|AM4F4","YAD444","4b polym","AM4","OK","A","PnspSpuz|SPUZONCL_201107_2ID","PROASELLUS_N_SP_SPUZ|SPUZONCL_201107[2]PAnSz2","2","2ID","","PROASELLUS_N_SP_SPUZ","2011-10-01","M","M",""
"YCM831|AM4R1","YCM831","70b dbles, 2b polym","AM4","OK","A","PnspTende|TENDEAV_201108_1ID","PROASELLUS_N_SP_TENDE|TENDEAV_201108[1]PspT1","1","1ID","","PROASELLUS_N_SP_TENDE","2011-10-01","M","M",""
"YAD814|AM4R7","YAD814","tb","AM4","OK","A","PnspVerclause|LAPENNE_201002_1ID","PROASELLUS_N_SP_VERCLAUSE|LAPENNE_201002[1]PspO1","1","1ID","","PROASELLUS_N_SP_VERCLAUSE","2010-03-01","M","M",""
"YAD817|AM4R2","YAD817","7b polym+petit polym","AM4","OK","A","PnspVerclause|LAPENNE_201002_1ID","PROASELLUS_N_SP_VERCLAUSE|LAPENNE_201002[1]PspO1","1","1ID","","PROASELLUS_N_SP_VERCLAUSE","2010-03-01","M","M",""
"YAD493|AM4R6","YAD493","tb","AM4","OK","A","PnspVerclause|OUVSARR_201204_4ID","PROASELLUS_N_SP_VERCLAUSE|OUVSARR_201204[1]PspOu4","1","4ID","","PROASELLUS_N_SP_VERCLAUSE","2012-04-01","M","M",""
"YAD510|AM4F2","YAD510","tb","AM4","OK","A","PnspVerclause|OUVAISO_201204_2ID","PROASELLUS_N_SP_VERCLAUSE|OUVVAISO_201204[1]PspOu2","1","2ID","","PROASELLUS_N_SP_VERCLAUSE","2012-04-01","M","M",""
"YCM192|AM4R1","YCM192","tb","AM4","OK","A","PnspVerclause|VERCLAUS_201002_1ID","PROASELLUS_N_SP_VERCLAUSE|VERCLAUS_201002[1]PspE1","1","1ID","","PROASELLUS_N_SP_VERCLAUSE","2010-03-01","M","M",""
"YAD513|AM4F2","YAD513","2b incertaines","AM4","OK","A","PnspVerclause2|EYGUAM1_201007_3","PROASELLUS_N_SP_VERCLAUSE2|EYGUAM1_201007[2]PspE3","2","3","","PROASELLUS_N_SP_VERCLAUSE2","2011-04-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YAD695|AM4R6","YAD695","5b polym","AM4","OK","A","PnspVerclause2|EYGUAM7_201007_4ID","PROASELLUS_N_SP_VERCLAUSE2|EYGUAM7_201007[3]PspE4","3","4ID","","PROASELLUS_N_SP_VERCLAUSE2","2011-04-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YCM791|AM4R2","YCM791","2b polym","AM4","OK","A","Pnsp1Nimis|NIMIS_201405_1ID","PROASELLUS_N_SP1_NIMIS|NIMIS_201405[A1]Psp1N1","A1","1ID","","PROASELLUS_N_SP1_NIMIS","2014-09-01","M","M",""
"YAD529|AM4F2","YAD529","3b incertaines","AM4","OK","A","Pnsp1Sospel|SOSPEL_201409_4ID","PROASELLUS_N_SP1_SOSPEL|SOSPEL_201409[A2]PspSo4","A2","4ID","","PROASELLUS_N_SP1_SOSPEL","2015-01-01","M","M",""
"YAD473|AM4R6","YAD473","1b incertaine","AM4","OK","A","Pnsp2Sospel|SOSPEL_201409_1ID","PROASELLUS_N_SP2_SOSPEL|SOSPEL_201409[A1]PspSo1","A1","1ID","","PROASELLUS_N_SP2_SOSPEL","2015-01-01","M","M",""
"YCM150|AM4F2","YCM150","240b sales, 4b polym","AM4","OK","A","Pnavarrensis|NACEDERO_200906_1ID","PROASELLUS_NAVARRENSIS|NACEDERO_200906[1.]PNN1","1.","1ID","","PROASELLUS_NAVARRENSIS","2009-07-22","J","M",""
"YCM116|AM4F2","YCM116","tb, 4b polym","AM4","OK","A","Pnolli|ROSSFELD_200911_1ID","PROASELLUS_NOLLI|ROSSFELD_200911[1]PNoKR1","1","1ID","","PROASELLUS_NOLLI","2010-01-01","M","M",""
"YCM178|AM4R1","YCM178","tb","AM4","OK","A","Portizi|NACGANDA_201110_1ID","PROASELLUS_ORTIZI|NACGANDA_201110[1]PON1","1","1ID","","PROASELLUS_ORTIZI","2012-01-01","M","M",""
"YCM209|AM4F2","YCM209","98b dbles puis tb","AM4","OK","A","Pparvulus|OTOVEC_201009_1ID","PROASELLUS_PARVULUS|OTOVEC_201009[1]PPrO1","1","1ID","","PROASELLUS_PARVULUS","2010-11-01","M","M",""
"YAD821|AM4R7","YAD821","tb sauf bulle","AM4","OK","A","Ppatrizii|GRCOLORU_201504_1ID","PROASELLUS_PATRIZII|GRCOLORU_201504[A1]PPG1","A1","1ID","","PROASELLUS_PATRIZII","2015-06-01","M","M",""
"YAD822|AM4F2","YAD822","5b incertaines","AM4","OK","A","Ppatrizii|GRCOLORU_201504_2ID","PROASELLUS_PATRIZII|GRCOLORU_201504[A2]PPG2","A2","2ID","","PROASELLUS_PATRIZII","2015-06-01","M","M",""
"YAD941|AM4R6","YAD941","SLIP donc 14b polym","AM4","OK","A","Ppatrizii|GRCOLORU_201504_2ID","PROASELLUS_PATRIZII|GRCOLORU_201504[A2]PPG2","A2","2ID","","PROASELLUS_PATRIZII","2015-06-01","M","M",""
"YAD945|AM4F2","YAD945","tb","AM4","OK","A","Ppavani|CVALMALA_201504_1ID","PROASELLUS_PAVANI|CVALMALA_201504[A1]PPvC1","A1","1ID","","PROASELLUS_PAVANI","2015-06-30","J","M",""
"YAD948|AM4R6","YAD948","1b polym","AM4","OK","A","Ppavani|CVALMALA_201504_2ID","PROASELLUS_PAVANI|CVALMALA_201504[A2]PPvC2","A2","2ID","","PROASELLUS_PAVANI","2015-07-01","M","M",""
"YCM117|AM4F2","YCM117","sale, 3b polym","AM4","OK","A","Ppavani|STERPO_201008_1ID","PROASELLUS_PAVANI|STERPO_201008[1]PPvS1","1","1ID","","PROASELLUS_PAVANI","2010-11-01","M","M",""
"YCM804|AM4R2","YCM804","tb","AM4","OK","A","Ppribenicensis|PRIBENIK_201110_1ID","PROASELLUS_PRIBENICENSIS|PRIBENIK_201110[1]PPbP1","1","1ID","","PROASELLUS_PRIBENICENSIS","2011-11-01","M","M",""
"YCM210|AM4F2","YCM210","tb","AM4","OK","A","Pracovitzai|BERNATAS_200811_1m","PROASELLUS_RACOVITZAI|BERNATAS_200811[A]PRBe1","A","1m","","PROASELLUS_RACOVITZAI","2008-11-20","J","M",""
"YCM133|AM4F2","YCM133","tb, 2b polym","AM4","OK","A","Prectangulatus|MONTEMOR_201010_1ID","PROASELLUS_RECTANGULATUS|MONTEMOR_201010[1]PRcM1","1","1ID","","PROASELLUS_RECTANGULATUS","2010-11-26","J","M",""
"YAC947|AM4R7","YAC947","petit slip donc 6b polym","AM4","OK","A","Prectus|EVORA_201010_1ID","PROASELLUS_RECTUS|EVORA_201010[1]PRuE1","1","1ID","","PROASELLUS_RECTUS","2010-10-26","J","M",""
"YCM211|AM4F2","YCM211","65b dbles puis tb","AM4","OK","A","Prouchi|MESCLA_200904_1ID","PROASELLUS_ROUCHI|MESCLA_200904[1]PRM1","1","1ID","","PROASELLUS_ROUCHI","2009-04-01","M","M",""
"YCM337|AM4R6","YCM337","tb","AM4","OK","A","Prouchi|MESCLA_200904_2ID","PROASELLUS_ROUCHI|MESCLA_200904[2]PRM2","2","2ID","","PROASELLUS_ROUCHI","2009-04-01","M","M",""
"YCM808|AM4R2","YCM808","2b polym","AM4","OK","A","PruffoiCF|MENGIANU_201003_1ID","PROASELLUS_RUFFOI_CF|MENGIANU_201003[1]PRfM1","1","1ID","","PROASELLUS_RUFFOI_CF","2011-03-01","M","M",""
"YCM810|AM4R2","YCM810","tb","AM4","OK","A","PruffoiCF|PELTUSU_200905_1ID","PROASELLUS_RUFFOI_CF|PELTUSU_200905[1]PRfP1","1","1ID","","PROASELLUS_RUFFOI_CF","2011-03-01","M","M",""
"YAD459|AM4R1","YAD459","tb","AM4","OK","A","Pruffoi|FRUNCU_201209_1ID","PROASELLUS_RUFFOI|FRUNCU_201209[A1]PRfF1","A1","1ID","","PROASELLUS_RUFFOI","2014-12-01","M","M",""
"YAD940|AM4F2","YAD940","1b polym","AM4","OK","A","Pruffoi|POCODINU_201504_1ID","PROASELLUS_RUFFOI|POCODINU_201504[A1]PRfPo1","A1","1ID","","PROASELLUS_RUFFOI","2015-06-16","J","M",""
"YAD825|AM4R6","YAD825","GROS SLIP. SEQCE PAS SURE","AM4","OK","A","Pruffoi|POCODINU_201504_2ID","PROASELLUS_RUFFOI|POCODINU_201504[A2]PRfPo2","A2","2ID","","PROASELLUS_RUFFOI","2015-06-16","J","M",""
"YCM287|AM4F4","YCM287","b, 3b polym","AM4","OK","A","Pslavus|GLANBACH_201009_1ID","PROASELLUS_SLAVUS|GLANBACH_201009[1]PSlGl1","1","1ID","","PROASELLUS_SLAVUS","2010-11-01","M","M",""
"YCM323|AM4R5","YCM323","tb, 1b polym","AM4","OK","A","Pslavus|GOLLING_201009_1ID","PROASELLUS_SLAVUS|GOLLING_201009[1]PSlG1","1","1ID","","PROASELLUS_SLAVUS","2010-11-01","M","M",""
"YAD943|AM4R6","YAD943","1b polym","AM4","OK","A","Psp_gr_coxalis|ZOODPYGI_201503_3","PROASELLUS_SP_GR_COXALIS|ZOODPYGI_201503[A3]PCoZ3","A3","3","","PROASELLUS_SP_GR_COXALIS","2015-06-11","J","M",""
"YCM811|AM4R2","YCM811","tb","AM4","OK","A","Pnsp12bK|102K_201107_1ID","PROASELLUS_SP|102K_201107[1]Psp102K1","1","1ID","","PROASELLUS_SP","2011-07-01","M","M",""
"YAF327|AM4F2","YAF327","75b tres sales, 1b polym","AM4","OK","A","Psp|AXOSPT1_201610_2ID","PROASELLUS_SP|AXOSPT1_201610[A2]PCoAx2","A2","2ID","","PROASELLUS_SP","2016-12-01","M","M",""
"YAF307|AM4R6","YAF307","2b polym","AM4","OK","A","Psp|CALATSID_201610_2ID","PROASELLUS_SP|CALATSID_201610[A2]PCoCd2","A2","2ID","","PROASELLUS_SP","2016-12-01","M","M",""
"YAF330|AM4F4","YAF330","tb","AM4","OK","A","Psp|CALATSID_201610_1","PROASELLUS_SP|CALATSID_201610[A1]PCoCd1","A1","1","","PROASELLUS_SP","2016-12-01","M","M",""
"YAF306|AM4R6","YAF306","2b polym","AM4","OK","A","Psp|MESKLASP_201610_1ID","PROASELLUS_SP|MESKLASP_201610[A1]PCoMe1","A1","1ID","with 2Pl2","PROASELLUS_SP","2016-12-01","M","M",""
"YAF328|AM4F2","YAF328","tb","AM4","OK","A","Psp|MESKLASP_201610_2ID","PROASELLUS_SP|MESKLASP_201610[A2]PCoMe2","A2","2ID","","PROASELLUS_SP","2016-12-01","M","M",""
"YCM257|AM4R6","YCM257","b, petit slip, 1b polym","AM4","OK","A","Pspelaeus|ETCHEVE_200811_1","PROASELLUS_SPELAEUS|ETCHEVE_200811[A]PSSE1","A","1","","PROASELLUS_SPELAEUS","2008-11-01","M","M",""
"YCM825|AM4F2","YCM825","1b polym","AM4","OK","A","Pspelaeus|ETXANKO_200811_2ID","PROASELLUS_SPELAEUS|ETXANKO_200811[2]PSSEx2","2","2ID","","PROASELLUS_SPELAEUS","2008-11-01","M","M",""
"YAD815|AM4R7","YAD815","b","AM4","OK","A","PstockiCF|SAJA_201010_1ID","PROASELLUS_STOCKI_CF|SAJA_201010[1]PSkS1","1","1ID","","PROASELLUS_STOCKI_CF","2010-12-01","M","M",""
"YAD818|AM4R2","YAD818","2b polym+1 incertaine","AM4","OK","A","PstockiCF|SAJA_201010_1ID","PROASELLUS_STOCKI_CF|SAJA_201010[1]PSkS1","1","1ID","","PROASELLUS_STOCKI_CF","2010-12-01","M","M",""
"YAD507|AM4F2","YAD507","tb","AM4","OK","A","Pstrouhali|FONTMAIN_201006_1ID","PROASELLUS_STROUHALI|FONTMAIN_201006[1]PStFm1","1","1ID","","PROASELLUS_STROUHALI","2011-01-12","J","M",""
"YCM414|AM4R6","YCM414","2b polym","AM4","OK","A","Pstrouhali|MERLEVEN_201208_1ID","PROASELLUS_STROUHALI|MERLEVEN_201208[1]PStMe1","1","1ID","","PROASELLUS_STROUHALI","2013-05-01","M","M",""
"YCM141|AM4F2","YCM141","tb, 2b polym","AM4","OK","A","PsynaselloidesCF|LAPENNE_201002_3ID","PROASELLUS_SYNASELLOIDES_CF|LAPENNE_201002[3]PSO3","3","3ID","","PROASELLUS_SYNASELLOIDES_CF","2010-03-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YCM187|AM4R1","YCM187","tb, 1b polym","AM4","OK","A","Psynaselloides|LESDUYES_201003_1ID","PROASELLUS_SYNASELLOIDES|LESDUYES_201003[1]PSDU1","1","1ID","","PROASELLUS_SYNASELLOIDES","2010-03-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YCM151|AM4F2","YCM151","b, 2b polym","AM4","OK","A","Psynaselloides|LUSCROIX_201003_1ID","PROASELLUS_SYNASELLOIDES|LUSCROIX_201003[1]PSCR1","1","1ID","","PROASELLUS_SYNASELLOIDES","2010-03-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YCM122|AM4F2","YCM122","tb","AM4","OK","A","Psynaselloides|THEOULE_200810_2ID","PROASELLUS_SYNASELLOIDES|THEOULE_200810[1]PSFT2","1","2ID","","PROASELLUS_SYNASELLOIDES","2008-10-13","J","M",""
"YAD503|AM4F2","YAD503","3b incertaines","AM4","OK","A","Psynaselloides|VARSOURCE_201410_1","PROASELLUS_SYNASELLOIDES|VARSOURC_201410[A1]PSVs1","A1","1","","PROASELLUS_SYNASELLOIDES","2015-01-01","M","M",""
"YAD495|AM4R6","YAD495","1b incertaine","AM4","OK","A","Psynaselloides|VIOLETTE_200707_1ID","PROASELLUS_SYNASELLOIDES|VIOLETTE_200707[10]PSV1","10","1ID","","PROASELLUS_SYNASELLOIDES","2007-07-01","M","M",""
"YAD696|AM4F2","YAD696","2b incertaines","AM4","OK","A","Psynaselloides|VIOLETTE_200707_1ID","PROASELLUS_SYNASELLOIDES|VIOLETTE_200707[10]PSV1","10","1ID","","PROASELLUS_SYNASELLOIDES","2007-07-01","M","M",""
"YCM157|AM4F2","YCM157","170b TRES SALES, 13b polym","AM4","OK","A","Pvaldensis|DOUVERA_200908_1ID","PROASELLUS_VALDENSIS|DOUVERA_200908[1]PVPe1","1","1ID","","PROASELLUS_VALDENSIS","2009-09-01","M","M",""
"YCM332|AM4R6","YCM332","petit slip donc 3b polym","AM4","OK","A","Pvandeli|CHAPGEN_200811_3ID","PROASELLUS_VANDELI|CHAPGEN_200811[1]PVaG3","1","3ID","","PROASELLUS_VANDELI","2008-11-01","M","M",""
"YCM106|AM4F2","YCM106","180b SALES, 2b polym","AM4","OK","A","Pvandeli|UTHURRIA_201005_1ID","PROASELLUS_VANDELI|UTHURRIA_201005[2]PVaU1","2","1ID","","PROASELLUS_VANDELI","2010-12-01","M","M",""
"YCM186|AM4R1","YCM186","tb, 2b polym","AM4","OK","A","Pvulgaris|DOVJEZ_200910_1ID","PROASELLUS_VULGARIS|DOVJEZ_200910[1]PVuL1","1","1ID","","PROASELLUS_VULGARIS","2010-01-01","M","M",""
"YCM836|AM4R2","YCM836","tb","AM4","OK","A","Pwalteri|CHINIER_201407_B1ID","PROASELLUS_WALTERI|CHINIER_201407[A1]B1","A1","B1ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"YCM172|AM4R1","YCM172","tb","AM4","OK","A","Pwalteri|DROLABAT_201004_1","PROASELLUS_WALTERI|DROLABAT_201004[1]PWDLB1","1","1","","PROASELLUS_WALTERI","2010-05-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YCM838|AM4F2","YCM838","tb","AM4","OK","A","Pwalteri|LEMARTIN_201407_D2ID","PROASELLUS_WALTERI|LEMARTIN_201407[A1]D2","A1","D2ID","","PROASELLUS_WALTERI","2014-07-22","J","M",""
"YAC780|AM4F2","YAC780","tb","AM4","OK","A","Pwalteri|ROSSFELD_200911_1ID","PROASELLUS_WALTERI|ROSSFELD_200911[1]PWRo1","1","1ID","","PROASELLUS_WALTERI","2009-11-01","M","M",""
"YAD457|AM4R1","YAD457","tb","AM4","OK","A","Pwolfi|FTCIANE_201405_2","PROASELLUS_WOLFI|FTCIANE_201405[A2]PWoF2","A2","2","","PROASELLUS_WOLFI","2015-01-01","M","M",""
"YAD536|AM4F4","YAD536","3b polym + 3b incertaines","AM4","OK","A","Pwolfi|FTCIANE_201405_2","PROASELLUS_WOLFI|FTCIANE_201405[A2]PWoF2","A2","2","","PROASELLUS_WOLFI","2015-01-01","M","M",""
"YAD535|AM4F4","YAD535","5b incertaines","AM4","OK","A","Pwolfi|IRMINIO_201307_1ID","PROASELLUS_WOLFI|IRMINIO_201307[A1]PWoI1_PWoI1bis","A1","1ID","","PROASELLUS_WOLFI","2015-01-01","M","M",""
"YAD691|AM4R2","YAD691","tb","AM4","OK","A","Pwolfi|IRMINIO_201307_1ID","PROASELLUS_WOLFI|IRMINIO_201307[A1]PWoI1_PWoI1bis","A1","1ID","","PROASELLUS_WOLFI","2015-01-01","M","M",""
"YAE260|AM4F2Sten","YAE260","tb","AM4","OK","A","Sbreuili|ALLI_200906_1ID","STENASELLUS_BREUILI|ALLI_200906[1.]SBrA1","1.","1ID","","STENASELLUS_BREUILI","2009-07-28","J","M",""
"YAE325|AM4F2Sten","YAE325","tb","AM4","OK","A","Sbuili|FONTANIL_200908_1ID","STENASELLUS_BUILI|FONTANIL_200908[2]SBF1","2","1ID","","STENASELLUS_BUILI","2010-01-01","M","M",""
"YAE379|AM4F4Sten","YAE379","4b polym, un peu sale, 532b seulement. Idem SGM2 et SGM3","AM4","OK","A","Sgalhanoae|MORA_201010_1ID","STENASELLUS_GALHANOAE|MORA_201010[1]SGM1","1","1ID","","STENASELLUS_GALHANOAE","2010-12-15","J","M",""
"YAE349|AM4F4Sten","YAE349","tb","AM4","OK","A","Sgalhanoae|MORA_201010_2","STENASELLUS_GALHANOAE|MORA_201010[2]SGM2","2","2","","STENASELLUS_GALHANOAE","2010-12-16","J","M",""
"YAE328|AM4F2Sten","YAE328","90b dbles, 2b polym","AM4","OK","A","Sracovitzai|ASINAIA_200810_1","STENASELLUS_RACOVITZAI|ASINAIA_200810[A1]SRP1","A1","1","","STENASELLUS_RACOVITZAI","2008-10-08","J","M",""
"YAE202|AM4F2Sten","YAE202","tb, 1b polym","AM4","OK","A","Sracovitzai|CASAMOZA_200810_2ID","STENASELLUS_RACOVITZAI|CASAMOZA_200810[A1]SRCa2","A1","2ID","","STENASELLUS_RACOVITZAI","2008-10-01","M","M",""
"YAE264|AM4R2Sten","YAE264","tb","AM4","OK","A","Sracovitzai|SOLENZA_200908_1ID","STENASELLUS_RACOVITZAI|SOLENZA_200908[1]SRS1","1","1ID","","STENASELLUS_RACOVITZAI","2009-10-01","M","M",""
"YAE261|AM4F2Sten","YAE261","75b dbles, 1b polym, un peu court","AM4","OK","A","SspMexilhoe|MexILHOE_200909_1ID","STENASELLUS_SP_MEXILHOE|MEXILHOE_200909[1]SspM1","1","1ID","","STENASELLUS_SP_MEXILHOE","2011-03-01","M","M",""
"YAE256|AM4F2Sten","YAE256","tb","AM4","OK","A","Ssp|OUEILNEE_200811_1ID","STENASELLUS_SP|OUEILNEE_200811[1]SspO1","1","1ID","","STENASELLUS_SP","2008-11-01","M","M",""
"YAE250|AM4F2Sten","YAE250","tb, 1b polym","AM4","OK","A","SvireibuchneriAFF|CONCHA_201010_1ID","STENASELLUS_VIREI_BUCHNERI_AFF|CONCHA_201010[1]SVBA1","1","1ID","","STENASELLUS_VIREI_BUCHNERI_AFF","2010-12-16","J","M",""
"YAE200|AM4F2Sten","YAE200","50b dbles puis tb","AM4","OK","A","Svireibuchneri|BECERRAL_2011110_1ID","STENASELLUS_VIREI_BUCHNERI|BECERRAL_201110[1]SVBB1","1","1ID","","STENASELLUS_VIREI_BUCHNERI","2012-01-01","M","M",""
"YAE360|AM4R7Sten","YAE360","tb","AM4","OK","A","Svireibuchneri|BECERRAL_2011110_1ID","STENASELLUS_VIREI_BUCHNERI|BECERRAL_201110[1]SVBB1","1","1ID","","STENASELLUS_VIREI_BUCHNERI","2012-01-01","M","M",""
"YAE259|AM4F2Sten","YAE259","1b polym","AM4","OK","A","Svireibuchneri|BURGUI_201110_1ID","STENASELLUS_VIREI_BUCHNERI|BURGUI_201110[1]SVBBu1","1","1ID","","STENASELLUS_VIREI_BUCHNERI","2012-01-01","M","M",""
"YAE333|AM4R6Sten","YAE333","tb","AM4","OK","A","Svireibuchneri|BURGUI_201110_1ID","STENASELLUS_VIREI_BUCHNERI|BURGUI_201110[1]SVBBu1","1","1ID","","STENASELLUS_VIREI_BUCHNERI","2012-01-01","M","M",""
"YAE242|AM4F2Sten","YAE242","tb","AM4","OK","A","Svireibuchneri|CERECEDA_200906_1ID","STENASELLUS_VIREI_BUCHNERI|CERECEDA_200906[1.]SVBS1","1.","1ID","","STENASELLUS_VIREI_BUCHNERI","2009-07-29","J","M",""
"YAE246|AM4F2Sten","YAE246","90b dbles, 2 bulles d ou 3N + 1b polym","AM4","OK","A","Svireibuchneri|TOJOS_201010_1ID","STENASELLUS_VIREI_BUCHNERI|TOJOS_201010[1]SVBT1","1","1ID","","STENASELLUS_VIREI_BUCHNERI","2010-12-16","J","M",""
"YAE338|AM4R7Sten","YAE338","tb","AM4","OK","A","Svireinobrei|ALGAS_200910_1ID","STENASELLUS_VIREI_NOBREI|ALGAS_200910[1m]SVNA1","1m","1ID","","STENASELLUS_VIREI_NOBREI","2010-07-01","M","M",""
"YAE255|AM4F2Sten","YAE255","80b dbles puis tb","AM4","OK","A","Svireinobrei|MONZON_200906_1ID","STENASELLUS_VIREI_NOBREI|MONZON_200906[1.]SVNC1","1.","1ID","","STENASELLUS_VIREI_NOBREI","2009-07-28","J","M",""
"YAE252|AM4F2Sten","YAE252","1b polym","AM4","OK","A","Svireirouchi|ALBENTOS_200910_1ID","STENASELLUS_VIREI_ROUCHI|ALBENTOS_200910[1v]SVRA1","1v","1ID","","STENASELLUS_VIREI_ROUCHI","2010-07-01","M","M",""
"YAE345|AM4R7Sten","YAE345","tb","AM4","OK","A","Svireirouchi|ALBENTOS_200910_1ID","STENASELLUS_VIREI_ROUCHI|ALBENTOS_200910[1v]SVRA1","1v","1ID","","STENASELLUS_VIREI_ROUCHI","2010-07-01","M","M",""
"YAE263|AM4F2Sten","YAE263","tb","AM4","OK","A","Svireirouchi|ALTURA_200910_1ID","STENASELLUS_VIREI_ROUCHI|ALTURA_200910[1v]SVRAl1","1v","1ID","","STENASELLUS_VIREI_ROUCHI","2010-07-01","M","M",""
"YAE346|AM4R7Sten","YAE346","tb","AM4","OK","A","Svireirouchi|ALTURA_200910_1ID","STENASELLUS_VIREI_ROUCHI|ALTURA_200910[1v]SVRAl1","1v","1ID","","STENASELLUS_VIREI_ROUCHI","2010-07-01","M","M",""
"YAE327|AM4F2Sten","YAE327","90b tres sales puis tb","AM4","OK","A","Svireirouchi|EBRON_200910_1ID","STENASELLUS_VIREI_ROUCHI|EBRON_200910[1v]SVRE1","1v","1ID","","STENASELLUS_VIREI_ROUCHI","2010-07-01","M","M",""
"YAE347|AM4R7Sten","YAE347","tb","AM4","OK","A","Svireirouchi|EBRON_200910_1ID","STENASELLUS_VIREI_ROUCHI|EBRON_200910[1v]SVRE1","1v","1ID","","STENASELLUS_VIREI_ROUCHI","2010-07-01","M","M",""
"YAE258|AM4F2Sten","YAE258","365b dbles puis b. Faire gel-cut?","AM4","OK","A","Svireivirei|CREUS_200906_1ID","STENASELLUS_VIREI_VIREI|CREUS_200906[1.]SVVS1","1.","1ID","","STENASELLUS_VIREI_VIREI","2009-07-28","J","M",""
"YAE564|AM4F2Sten","YAE564","tb","AM4","OK","A","Svireivirei|CREUS_200906_1ID","STENASELLUS_VIREI_VIREI|CREUS_200906[1.]SVVS1","1.","1ID","","STENASELLUS_VIREI_VIREI","2009-07-28","J","M",""
"YAE253|AM4F2Sten","YAE253","85b dbles, 3b polym","AM4","OK","A","Svireivirei|TRILLO_200910_1ID","STENASELLUS_VIREI_VIREI|TRILLO_200910[2v]SVVT1","2v","1ID","","STENASELLUS_VIREI_VIREI","2010-07-01","M","M",""
"YAE335|AM4R6Sten","YAE335","1b polym","AM4","OK","A","Svireivirei|TRILLO_200910_1ID","STENASELLUS_VIREI_VIREI|TRILLO_200910[2v]SVVT1","2v","1ID","","STENASELLUS_VIREI_VIREI","2010-07-01","M","M",""
"YAE380|AM4F4Sten","YAE380","1b polym","AM4","OK","A","Svirei|LAALFRAN_201300_1ID","STENASELLUS_VIREI|LAALFRAN_201300[1]SVL1","1","1ID","","STENASELLUS_VIREI","2014-04-01","M","M",""
"YCM347|AM4R2","YCM347","tb, 3b polym","AM4","OK","A","SYmejersae|PENDONES_200906_1ID","SYNASELLUS_MEIJERSAE|PENDONES_200906[1]SyMN1","1","1ID","","SYNASELLUS_MEIJERSAE","2009-06-01","M","M",""
"YCM226|AM4F2","YCM226","2b polym","AM4","OK","A","SYmejersae|PENDONES_200906_2ID","SYNASELLUS_MEIJERSAE|PENDONES_200906[2]SyMN2","2","2ID","","SYNASELLUS_MEIJERSAE","2009-06-01","M","M",""
"YAD470|AM4R2","YAD470","tb","AM4","OK","A","SYnspAboim1|ABOIM_201010_1ID","SYNASELLUS_N_SP_ABOIM1|ABOIM_201010[1]SyspA1","1","1ID","","SYNASELLUS_N_SP_ABOIM1","2010-11-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YCM225|AM4F2","YCM225","2b polym","AM4","OK","A","SYnspAboim1|ABOIM_201010_1ID","SYNASELLUS_N_SP_ABOIM1|ABOIM_201010[1]SyspA1","1","1ID","","SYNASELLUS_N_SP_ABOIM1","2010-11-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YAD441|AM4F2","YAD441","2b polym ou incertaines","AM4","OK","A","SYnspAboim2|ABOIM_201010_3","SYNASELLUS_N_SP_ABOIM2|ABOIM_201010[A]SyspA3","A","3","","SYNASELLUS_N_SP_ABOIM2","2010-11-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YCM876|AM4R2","YCM876","7b polym","AM4","OK","A","SYnspAboim2|ABOIM_201010_3","SYNASELLUS_N_SP_ABOIM2|ABOIM_201010[A]SyspA3","A","3","","SYNASELLUS_N_SP_ABOIM2","2010-11-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"YCM877|AM4R2","YCM877"," 2b polym","AM4","OK","A","SYnspBarrio|BARRIO_201110_1ID","SYNASELLUS_N_SP_BARRIO|BARRIO_201110[1]SyspB1","1","1ID","","SYNASELLUS_N_SP_BARRIO","2012-01-01","M","M",""
"YCM878|AM4R2","YCM878"," 2b polym","AM4","OK","A","SYnspConcha1|CONCHA_201010_1ID","SYNASELLUS_N_SP_CONCHA1|CONCHA_201010[1]SyspC1","1","1ID","","SYNASELLUS_N_SP_CONCHA1","2010-12-01","M","M",""
