"code_station","lat_deg_dec","long_deg_dec","code_lot_materiel","taxname_lot","date_identification_lot","code_ind_tri_morpho","taxname_ind","date_identification_ind","code_ind_biomol","code_sqc_ass","code_sqc_alignement","statut_sqc_ass","date_creation_sqc_ass","taxname_sqc","date_identification_sqc_ass"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B1]AAP2","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_2","Aaquaticus|PRATIRO_201408_2_YAD556|28SStenaR1","Aaquaticus|PRATIRO_201408_2_YAD556|28SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B1]AAP2","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_2","Aaquaticus|PRATIRO_201408_2_YAE570|AM4R1Aaq","Aaquaticus|PRATIRO_201408_2_YAE570|AM4R1Aaq","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B1]AAP2","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_2","Aaquaticus|PRATIRO_201408_2_YCM976|16SStenaR1","Aaquaticus|PRATIRO_201408_2_YCM976|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B2]AAP3","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_3","Aaquaticus|PRATIRO_201408_3_YAD523|COIE2198E","Aaquaticus|PRATIRO_201408_3_YAD523|COIE2198E","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B2]AAP3","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_3","Aaquaticus|PRATIRO_201408_3_YCM977|16SStenaR1","Aaquaticus|PRATIRO_201408_3_YCM977|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ROLFSBUT","52.39314","10.42339","ASELLUS_AQUATICUS|ROLFSBUT_201002","ASELLUS_AQUATICUS","2010-04-01","","","","","","","","","",""
"ROSSJOHO","56.277","12.873","ASELLUS_AQUATICUS|ROSSJOHO_200809","ASELLUS_AQUATICUS","2010-01-01","ASELLUS_AQUATICUS|ROSSJOHO_200809[1]PCoRJ1","ASELLUS_AQUATICUS","2009-07-17","Pcoxalis|ROSSJOHO_200809_1ID","Aaquaticus|ROSSJOHO_200809_1IDex_YCD219|16SStenaR1_exPcoxalis","Aaquaticus|ROSSJOHO_200809_1IDex_YCD219|16SStenaR1_exPcoxalis","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ROSSJOHO","56.277","12.873","ASELLUS_AQUATICUS|ROSSJOHO_200809","ASELLUS_AQUATICUS","2010-01-01","ASELLUS_AQUATICUS|ROSSJOHO_200809[2","ASELLUS_AQUATICUS","2009-07-17","","","","","","",""
"ROUBSAUZ","44.59126","4.81945","ASELLUS_AQUATICUS|ROUBSAUZ_201006","ASELLUS_AQUATICUS","2010-07-01","","","","","","","","","",""
"ROUBSAUZ","44.59126","4.81945","ASELLUS_AQUATICUS|ROUBSAUZ_201205","ASELLUS_AQUATICUS","2015-03-01","","","","","","","","","",""
"ROUMONTE","44.551923","4.747669","ASELLUS_AQUATICUS|ROUMONTE_201205","ASELLUS_AQUATICUS","2015-03-01","","","","","","","","","",""
"SAYES","45.61278","5.230833","ASELLUS_AQUATICUS|SAYES_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|SAYES_200905[1","ASELLUS_AQUATICUS","2009-07-22","","","","","","",""
"SAYES","45.61278","5.230833","ASELLUS_AQUATICUS|SAYES_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|SAYES_200905[2","ASELLUS_AQUATICUS","2009-07-22","","","","","","",""
"SORGUE","43.914632","5.057181","ASELLUS_AQUATICUS|SORGUE_200806","ASELLUS_AQUATICUS","2010-12-01","","","","","","","","","",""
"SOUGEAL","48.511434","-1.506315","ASELLUS_AQUATICUS|SOUGEAL_000000","ASELLUS_AQUATICUS","2008-07-01","ASELLUS_AQUATICUS|SOUGEAL_000000[INCONNU]AAS2_Seb","ASELLUS_AQUATICUS","2008-07-01","Aaquaticus|SOUGEAL_000000_2","","","","","",""
"SOUGEAL","48.511434","-1.506315","ASELLUS_AQUATICUS|SOUGEAL_000000","ASELLUS_AQUATICUS","2008-07-01","ASELLUS_AQUATICUS|SOUGEAL_000000[1","ASELLUS_AQUATICUS","2008-07-01","","","","","","",""
"SOUGEAL","48.511434","-1.506315","ASELLUS_AQUATICUS|SOUGEAL_000000","ASELLUS_AQUATICUS","2008-07-01","ASELLUS_AQUATICUS|SOUGEAL_000000[2","ASELLUS_AQUATICUS","2008-07-01","","","","","","",""
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[1]PspSp1","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_1ID","Aaquaticus|SPUZANEX_201107_1IDex_YAB597|16SarDr_3kbdil_exProasellus_etrange","Aaquaticus|SPUZANEX_201107_1IDex_YAB597|16SarDr_3kbdil_exProasellus_etrange","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[1]PspSp1","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_1ID","Aaquaticus|SPUZANEX_201107_1IDex_YAC699|COILCO1490_YAC747_COIHCO2198_exProasellus_etrange","Aaquaticus|SPUZANEX_201107_1IDex_YAC699|COILCO1490_YAC747_COIHCO2198_exProasellus_etrange","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[1]PspSp1","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_1ID","Aaquaticus|SPUZANEX_201107_1IDex_YCM060|28Slev2_exProasellus_etrange","Aaquaticus|SPUZANEX_201107_1IDex_YCM060|28Slev2_exProasellus_etrange","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[2]PspSp2","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_2ID","Aaquaticus|SPUZANEX_201107_2IDex_YAB698|16SStenaR1_exProasellus_etrange","Aaquaticus|SPUZANEX_201107_2IDex_YAB698|16SStenaR1_exProasellus_etrange","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[2]PspSp2","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_2ID","Aaquaticus|SPUZANEX_201107_2IDex_YAE517|AM4R6Aaq_exProasellus_etrange","Aaquaticus|SPUZANEX_201107_2IDex_YAE517|AM4R6Aaq_exProasellus_etrange","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SPUZONCL","42.52751","19.21903","ASELLUS_AQUATICUS|SPUZONCL_201107","ASELLUS_AQUATICUS","2011-09-01","","","","","","","","","",""
"SPUZSPRI","42.51107","19.19921","ASELLUS_AQUATICUS|SPUZSPRI_201107","ASELLUS_AQUATICUS","2011-09-01","","","","","","","","","",""
"STELLA","45.90431","13.05273","ASELLUS_AQUATICUS|STELLA_201008","ASELLUS_AQUATICUS","2010-11-01","","","","","","","","","",""
"STRAZME","48.38139","21.85806","ASELLUS_AQUATICUS|STRAZME_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|STRAZME_201105[A1]AASt1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|STRAZME_201105_1","Ppribenicensis|STRAZME_201105_1ex_YAE070|16SStenaF1_exAaquaticus","Ppribenicensis|STRAZME_201105_1ex_YAE070|16SStenaF1_exAaquaticus","VALIDEE","2017-09-15","PROASELLUS_PRIBENICENSIS","2017-09-15"
"STRAZME","48.38139","21.85806","ASELLUS_AQUATICUS|STRAZME_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|STRAZME_201105[A1]AASt1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|STRAZME_201105_1","Ppribenicensis|STRAZME_201105_1ex_YAF045|COILKF1_YAF111_COILKR2_exAaquaticus","Ppribenicensis|STRAZME_201105_1ex_YAF045|COILKF1_YAF111_COILKR2_exAaquaticus","VALIDEE","2017-09-15","PROASELLUS_PRIBENICENSIS","2017-09-15"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A1]AAS1","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_1ID","Aaquaticus|SURVAGO_201504_1ID_YAD829|16SStenaR1","Aaquaticus|SURVAGO_201504_1ID_YAD829|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A1]AAS1","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_1ID","Aaquaticus|SURVAGO_201504_1ID_YAE409|COIHCO2198","Aaquaticus|SURVAGO_201504_1ID_YAE409|COIHCO2198","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A2]AAS2","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_2","Aaquaticus|SURVAGO_201504_2_YAD844|16SStenaF1","Aaquaticus|SURVAGO_201504_2_YAD844|16SStenaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A2]AAS2","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_2","Aaquaticus|SURVAGO_201504_2_YAE427|COILCO1490","Aaquaticus|SURVAGO_201504_2_YAE427|COILCO1490","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A3]AAS3","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_3","Aaquaticus|SURVAGO_201504_3_YAD845|16SStenaF1","Aaquaticus|SURVAGO_201504_3_YAD845|16SStenaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[INCONNU]T1","ASELLUS_AQUATICUS","2009-07-22","Aaquaticus|TANNERIE_200905_1","Aaquaticus|TANNERIE_200905_1_YAC700|COIHCO2198_YAC749_COILCO1490","Aaquaticus|TANNERIE_200905_1_YAC700|COIHCO2198_YAC749_COILCO1490","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[INCONNU]T1","ASELLUS_AQUATICUS","2009-07-22","Aaquaticus|TANNERIE_200905_1","Aaquaticus|TANNERIE_200905_1_YAS787|16SStenaF1","Aaquaticus|TANNERIE_200905_1_YAS787|16SStenaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[INCONNU]T1","ASELLUS_AQUATICUS","2009-07-22","Aaquaticus|TANNERIE_200905_1","Aaquaticus|TANNERIE_200905_1_YCM088|28Slev2","Aaquaticus|TANNERIE_200905_1_YCM088|28Slev2","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[1","ASELLUS_AQUATICUS","2009-07-22","","","","","","",""
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[2","ASELLUS_AQUATICUS","2009-07-22","","","","","","",""
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[3","ASELLUS_AQUATICUS","2009-07-22","","","","","","",""
"THRISO","35.476983","23.929754","ASELLUS_AQUATICUS|THRISO_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|THRISO_201610[A1]AAT1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|THRISO_201610_1ID","Aaquaticus|THRISO_201610_1ID_YAF419|16SStenaF1","Aaquaticus|THRISO_201610_1ID_YAF419|16SStenaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"THRISO","35.476983","23.929754","ASELLUS_AQUATICUS|THRISO_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|THRISO_201610[A1]AAT1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|THRISO_201610_1ID","Aaquaticus|THRISO_201610_1ID_YAF592|COILKF1","Aaquaticus|THRISO_201610_1ID_YAF592|COILKF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"VELKY","48.345","21.83472","ASELLUS_AQUATICUS|VELKY_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|VELKY_201105[A1]AAV1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|VELKY_201105_1","Aaquaticus|VELKY_201105_1_YAE220|16SStenaF1_YAE457_16SStenaR1","Aaquaticus|VELKY_201105_1_YAE220|16SStenaF1_YAE457_16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"VELKY","48.345","21.83472","ASELLUS_AQUATICUS|VELKY_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|VELKY_201105[A1]AAV1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|VELKY_201105_1","Aaquaticus|VELKY_201105_1_YAF121|COILKF0_dil","Aaquaticus|VELKY_201105_1_YAF121|COILKF0_dil","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"VRYSSES","35.376174","24.20108","ASELLUS_AQUATICUS|VRYSSES_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|VRYSSES_201610[A1]AAVr1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|VRYSSES_201610_1ID","Aaquaticus|VRYSSES_201610_1ID_YAF413|16SStenaR1","Aaquaticus|VRYSSES_201610_1ID_YAF413|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"VRYSSES","35.376174","24.20108","ASELLUS_AQUATICUS|VRYSSES_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|VRYSSES_201610[A1]AAVr1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|VRYSSES_201610_1ID","Aaquaticus|VRYSSES_201610_1ID_YAF614|COILKR1_YAF789_COILKR1","Aaquaticus|VRYSSES_201610_1ID_YAF614|COILKR1_YAF789_COILKR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"WEDDING","51.98597","10.50512","ASELLUS_AQUATICUS|WEDDING_201002","ASELLUS_AQUATICUS","2010-04-01","","","","","","","","","",""
"ZALOSCE","45.88808","13.74331","ASELLUS_AQUATICUS|ZALOSCE_201008","ASELLUS_AQUATICUS","2010-11-01","","","","","","","","","",""
