"code_station","lat_deg_dec","long_deg_dec","code_sqc_ass_ext","code_sqc_ass_ext_alignement","statut_sqc_ass","date_creation_sqc_ass_ext","taxname_sqc","date_identification_sqc_ass","gene"
"BASKE","44.52667","15.18139","Aaquaticus|BASKE_000000_0_DQ144788|NCBI","Aaquaticus|BASKE_000000_0_DQ144788|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"BASKE","44.52667","15.18139","Aaquaticus|BASKE_000000_0_DQ144789|NCBI","Aaquaticus|BASKE_000000_0_DQ144789|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"BASKE","44.52667","15.18139","Aaquaticus|BASKE_000000_0_DQ144790|NCBI","Aaquaticus|BASKE_000000_0_DQ144790|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"BASKE","44.52667","15.18139","Aaquaticus|BASKE_000000_0_DQ144791|NCBI","Aaquaticus|BASKE_000000_0_DQ144791|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"BEREZINA","54.65246","28.23753","Aaquaticus|BEREZINA_000000_0_KR921758|NCBI","Aaquaticus|BEREZINA_000000_0_KR921758|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"BEREZINA","54.65246","28.23753","Aaquaticus|BEREZINA_000000_0_KR921759|NCBI","Aaquaticus|BEREZINA_000000_0_KR921759|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"BRANIEWO","54.3782","19.85276","Aaquaticus|BRANIEWO_000000_0_KR921750|NCBI","Aaquaticus|BRANIEWO_000000_0_KR921750|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"BRANIEWO","54.3782","19.85276","Aaquaticus|BRANIEWO_000000_0_KR921796|NCBI","Aaquaticus|BRANIEWO_000000_0_KR921796|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"BREMEN","53.084722","8.820833","Aaquaticus|BREMEN_000000_0_GU130252|NCBI","Aaquaticus|BREMEN_000000_0_GU130252|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRET","46.476","15.803","Aaquaticus|CRET_000000_0_DQ144746|NCBI","Aaquaticus|CRET_000000_0_DQ144746|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"CRET","46.476","15.803","Aaquaticus|CRET_000000_0_DQ144889|NCBI","Aaquaticus|CRET_000000_0_DQ144889|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRMOJEVI","42.35454","19.02806","Aaquaticus|CRMOJEVI_000000_0_KR921791|NCBI","Aaquaticus|CRMOJEVI_000000_0_KR921791|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRMOJEVI","42.35454","19.02806","Aaquaticus|CRMOJEVI_000000_0_KR921792|NCBI","Aaquaticus|CRMOJEVI_000000_0_KR921792|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRMOJEVI","42.35454","19.02806","Aaquaticus|CRMOJEVI_000000_0_KR921793|NCBI","Aaquaticus|CRMOJEVI_000000_0_KR921793|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRMOJEVI","42.35454","19.02806","Aaquaticus|CRMOJEVI_000000_0_KR921794|NCBI","Aaquaticus|CRMOJEVI_000000_0_KR921794|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAM1","45.815833","14.211944","Aaquaticus|CRNAJAM1_000000_0_KJ676735|NCBI","Aaquaticus|CRNAJAM1_000000_0_KJ676735|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAMA","45.804","14.205","Aaquaticus|CRNAJAMA_000000_0_AY531757|NCBI","Aaquaticus|CRNAJAMA_000000_0_AY531757|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAMA","45.804","14.205","Aaquaticus|CRNAJAMA_000000_0_AY531758|NCBI","Aaquaticus|CRNAJAMA_000000_0_AY531758|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAMA","45.804","14.205","Aaquaticus|CRNAJAMA_000000_0_AY531794|NCBI","Aaquaticus|CRNAJAMA_000000_0_AY531794|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAMA","45.804","14.205","Aaquaticus|CRNAJAMA_000000_0_AY531795|NCBI","Aaquaticus|CRNAJAMA_000000_0_AY531795|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAMA","45.804","14.205","Aaquaticus|CRNAJAMA_000000_0_AY531799|NCBI","Aaquaticus|CRNAJAMA_000000_0_AY531799|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAMA","45.804","14.205","Aaquaticus|CRNAJAMA_000000_0_AY531800|NCBI","Aaquaticus|CRNAJAMA_000000_0_AY531800|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAMA","45.804","14.205","Aaquaticus|CRNAJAMA_000000_0_AY531806|NCBI","Aaquaticus|CRNAJAMA_000000_0_AY531806|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"CRNAJAMA","45.804","14.205","Aaquaticus|CRNAJAMA_000000_0_AY531807|NCBI","Aaquaticus|CRNAJAMA_000000_0_AY531807|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DALNIKRI","46.40059","30.59154","Aaquaticus|DALNIKRI_000000_0_KR921858|NCBI","Aaquaticus|DALNIKRI_000000_0_KR921858|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DEKMANC","46.077632","15.624259","Aaquaticus|DEKMANC_000000_0_DQ144798|NCBI","Aaquaticus|DEKMANC_000000_0_DQ144798|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DNIEPER","46.5127","31.88325","Aaquaticus|DNIEPER_000000_0_KR921850|NCBI","Aaquaticus|DNIEPER_000000_0_KR921850|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DNIEPER","46.5127","31.88325","Aaquaticus|DNIEPER_000000_0_KR921857|NCBI","Aaquaticus|DNIEPER_000000_0_KR921857|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DOLENJE","45.869","13.92","Aaquaticus|DOLENJE_000000_0_DQ144744|NCBI","Aaquaticus|DOLENJE_000000_0_DQ144744|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"DOLENJE","45.869","13.92","Aaquaticus|DOLENJE_000000_0_DQ144783|NCBI","Aaquaticus|DOLENJE_000000_0_DQ144783|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DOLENJE","45.869","13.92","Aaquaticus|DOLENJE_000000_0_DQ144784|NCBI","Aaquaticus|DOLENJE_000000_0_DQ144784|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DOLENJE","45.869","13.92","Aaquaticus|DOLENJE_000000_0_DQ144785|NCBI","Aaquaticus|DOLENJE_000000_0_DQ144785|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DOLENJE","45.869","13.92","Aaquaticus|DOLENJE_000000_0_DQ144786|NCBI","Aaquaticus|DOLENJE_000000_0_DQ144786|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DOLENJE","45.869","13.92","Aaquaticus|DOLENJE_000000_0_DQ144787|NCBI","Aaquaticus|DOLENJE_000000_0_DQ144787|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DOLGAVA","45.624","14.876","Aaquaticus|DOLGAVA_000000_0_DQ144741|NCBI","Aaquaticus|DOLGAVA_000000_0_DQ144741|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"DONRIVE","53.494","-1.248","Aaquaticus|DONRIVE_000000_0_DQ144748|NCBI","Aaquaticus|DONRIVE_000000_0_DQ144748|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"DONRIVE","53.494","-1.248","Aaquaticus|DONRIVE_000000_0_DQ144886|NCBI","Aaquaticus|DONRIVE_000000_0_DQ144886|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144746|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144746|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144753|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144753|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144754|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144754|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144755|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144755|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144756|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144756|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144757|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144757|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144758|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144758|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144759|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144759|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144760|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144760|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144761|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144761|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144762|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144762|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144763|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144763|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144764|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144764|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144765|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144765|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144766|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144766|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144767|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144767|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144768|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144768|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DRAVARIV","46.385","15.936","Aaquaticus|DRAVARIV_000000_0_DQ144889|NCBI","Aaquaticus|DRAVARIV_000000_0_DQ144889|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DVORTSOV","60.11374","30.2545","Aaquaticus|DVORTSOV_000000_0_KR921836|NCBI","Aaquaticus|DVORTSOV_000000_0_KR921836|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"DVORTSOV","60.11374","30.2545","Aaquaticus|DVORTSOV_000000_0_KR921837|NCBI","Aaquaticus|DVORTSOV_000000_0_KR921837|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"EMARIVER","58.38697","26.72216","Aaquaticus|EMARIVER_000000_0_KR921761|NCBI","Aaquaticus|EMARIVER_000000_0_KR921761|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"EMARIVER","58.38697","26.72216","Aaquaticus|EMARIVER_000000_0_KR921762|NCBI","Aaquaticus|EMARIVER_000000_0_KR921762|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"ETTRING","48.104","10.653","Aaquaticus|ETTRING_000000_0_DQ144746|NCBI","Aaquaticus|ETTRING_000000_0_DQ144746|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"ETTRING","48.104","10.653","Aaquaticus|ETTRING_000000_0_DQ144831|NCBI","Aaquaticus|ETTRING_000000_0_DQ144831|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"ETTRING","48.104","10.653","Aaquaticus|ETTRING_000000_0_DQ144832|NCBI","Aaquaticus|ETTRING_000000_0_DQ144832|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"EVROS","40.851","26.178","Aaquaticus|EVROS_000000_0_DQ144746|NCBI","Aaquaticus|EVROS_000000_0_DQ144746|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"EVROS","40.851","26.178","Aaquaticus|EVROS_000000_0_DQ144884|NCBI","Aaquaticus|EVROS_000000_0_DQ144884|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"EVROS","40.851","26.178","Aaquaticus|EVROS_000000_0_DQ144885|NCBI","Aaquaticus|EVROS_000000_0_DQ144885|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMEC","57.788","18.918","Aaquaticus|FARDUMEC_000000_0_FJ799997|NCBI","Aaquaticus|FARDUMEC_000000_0_FJ799997|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMEC","57.788","18.918","Aaquaticus|FARDUMEC_000000_0_FJ800009|NCBI","Aaquaticus|FARDUMEC_000000_0_FJ800009|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMEC","57.788","18.918","Aaquaticus|FARDUMEC_000000_0_FJ800015|NCBI","Aaquaticus|FARDUMEC_000000_0_FJ800015|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMEC","57.788","18.918","Aaquaticus|FARDUMEC_000000_0_FJ800016|NCBI","Aaquaticus|FARDUMEC_000000_0_FJ800016|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMEC","57.788","18.918","Aaquaticus|FARDUMEC_000000_0_FJ800017|NCBI","Aaquaticus|FARDUMEC_000000_0_FJ800017|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMEC","57.788","18.918","Aaquaticus|FARDUMEC_000000_0_FJ800018|NCBI","Aaquaticus|FARDUMEC_000000_0_FJ800018|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMEC","57.788","18.918","Aaquaticus|FARDUMEC_000000_0_FJ800019|NCBI","Aaquaticus|FARDUMEC_000000_0_FJ800019|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMEC","57.788","18.918","Aaquaticus|FARDUMEC_000000_0_FJ800020|NCBI","Aaquaticus|FARDUMEC_000000_0_FJ800020|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMER","57.788","18.918","Aaquaticus|FARDUMER_000000_0_FJ800009|NCBI","Aaquaticus|FARDUMER_000000_0_FJ800009|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMER","57.788","18.918","Aaquaticus|FARDUMER_000000_0_FJ800019|NCBI","Aaquaticus|FARDUMER_000000_0_FJ800019|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMER","57.788","18.918","Aaquaticus|FARDUMER_000000_0_FJ800020|NCBI","Aaquaticus|FARDUMER_000000_0_FJ800020|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMER","57.788","18.918","Aaquaticus|FARDUMER_000000_0_FJ800021|NCBI","Aaquaticus|FARDUMER_000000_0_FJ800021|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMER","57.788","18.918","Aaquaticus|FARDUMER_000000_0_FJ800022|NCBI","Aaquaticus|FARDUMER_000000_0_FJ800022|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMER","57.788","18.918","Aaquaticus|FARDUMER_000000_0_FJ800023|NCBI","Aaquaticus|FARDUMER_000000_0_FJ800023|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"FARDUMER","57.788","18.918","Aaquaticus|FARDUMER_000000_0_FJ800024|NCBI","Aaquaticus|FARDUMER_000000_0_FJ800024|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GALEZNE","54.13818","17.98464","Aaquaticus|GALEZNE_000000_0_KR921797|NCBI","Aaquaticus|GALEZNE_000000_0_KR921797|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GARDALAK","45.87374","10.86729","Aaquaticus|GARDALAK_000000_0_KR921779|NCBI","Aaquaticus|GARDALAK_000000_0_KR921779|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GASPINO","45.911","14.241","Aaquaticus|GASPINO_000000_0_AY531822|NCBI","Aaquaticus|GASPINO_000000_0_AY531822|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GASPINO","45.911","14.241","Aaquaticus|GASPINO_000000_0_AY531823|NCBI","Aaquaticus|GASPINO_000000_0_AY531823|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GASPINO","45.911","14.241","Aaquaticus|GASPINO_000000_0_AY531824|NCBI","Aaquaticus|GASPINO_000000_0_AY531824|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GASPINO","45.911","14.241","Aaquaticus|GASPINO_000000_0_AY531825|NCBI","Aaquaticus|GASPINO_000000_0_AY531825|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GDANSK","54.32178","18.5666","Aaquaticus|GDANSK_000000_0_KR921795|NCBI","Aaquaticus|GDANSK_000000_0_KR921795|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GENILRIV","37.1695","-4.14776","Aaquaticus|GENILRIV_000000_0_KR921750|NCBI","Aaquaticus|GENILRIV_000000_0_KR921750|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"GIOVANN","45.788333","13.595556","Aaquaticus|GIOVANN_000000_0_DQ144746|NCBI","Aaquaticus|GIOVANN_000000_0_DQ144746|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"GIOVANN","45.788333","13.595556","Aaquaticus|GIOVANN_000000_0_DQ144792|NCBI","Aaquaticus|GIOVANN_000000_0_DQ144792|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GIOVANN","45.788333","13.595556","Aaquaticus|GIOVANN_000000_0_DQ144793|NCBI","Aaquaticus|GIOVANN_000000_0_DQ144793|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GIOVANN","45.788333","13.595556","Aaquaticus|GIOVANN_000000_0_DQ144794|NCBI","Aaquaticus|GIOVANN_000000_0_DQ144794|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GIOVANN","45.788333","13.595556","Aaquaticus|GIOVANN_000000_0_FJ749275|NCBI","Aaquaticus|GIOVANN_000000_0_FJ749275|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"GIOVANN","45.788333","13.595556","Aaquaticus|GIOVANN_000000_0_FJ749280|NCBI","Aaquaticus|GIOVANN_000000_0_FJ749280|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"GIOVANN","45.788333","13.595556","Aaquaticus|GIOVANN_000000_0_FJ749281|NCBI","Aaquaticus|GIOVANN_000000_0_FJ749281|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"GROBLE","50.15","19.27152","Aaquaticus|GROBLE_000000_0_KR921827|NCBI","Aaquaticus|GROBLE_000000_0_KR921827|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HAGIENI","43.802289","28.474253","Aaquaticus|HAGIENI_000000_0_KJ676750|NCBI","Aaquaticus|HAGIENI_000000_0_KJ676750|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HAGYMAS","47.558","20.925","Aaquaticus|HAGYMAS_000000_0_DQ144890|NCBI","Aaquaticus|HAGYMAS_000000_0_DQ144890|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HAGYMAS","47.558","20.925","Aaquaticus|HAGYMAS_000000_0_DQ144891|NCBI","Aaquaticus|HAGYMAS_000000_0_DQ144891|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HAGYMAS","47.558","20.925","Aaquaticus|HAGYMAS_000000_0_DQ144892|NCBI","Aaquaticus|HAGYMAS_000000_0_DQ144892|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HAGYMAS","47.558","20.925","Aaquaticus|HAGYMAS_000000_0_DQ144893|NCBI","Aaquaticus|HAGYMAS_000000_0_DQ144893|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HALLWILE","47.25827","8.23137","Aaquaticus|HALLWILE_000000_0_KR921839|NCBI","Aaquaticus|HALLWILE_000000_0_KR921839|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HALLWILE","47.25827","8.23137","Aaquaticus|HALLWILE_000000_0_KR921840|NCBI","Aaquaticus|HALLWILE_000000_0_KR921840|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HOMPS","43.267","2.719","Aaquaticus|HOMPS_000000_0_AY531783|NCBI","Aaquaticus|HOMPS_000000_0_AY531783|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"HOMPS","43.267","2.719","Aaquaticus|HOMPS_000000_0_AY531784|NCBI","Aaquaticus|HOMPS_000000_0_AY531784|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"JALTA1","44.509722","34.169167","Aaquaticus|JALTA1_000000_0_KJ676746|NCBI","Aaquaticus|JALTA1_000000_0_KJ676746|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"JALTA2","44.489722","34.143611","Aaquaticus|JALTA2_000000_0_KJ676768|NCBI","Aaquaticus|JALTA2_000000_0_KJ676768|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"JEZERAN","45.047","15.226","Aaquaticus|JEZERAN_000000_0_DQ144745|NCBI","Aaquaticus|JEZERAN_000000_0_DQ144745|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"JEZERAN","45.047","15.226","Aaquaticus|JEZERAN_000000_0_DQ144799|NCBI","Aaquaticus|JEZERAN_000000_0_DQ144799|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"JEZERAN","45.047","15.226","Aaquaticus|JEZERAN_000000_0_DQ144800|NCBI","Aaquaticus|JEZERAN_000000_0_DQ144800|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"KAPLICZN","54.11645","17.98743","Aaquaticus|KAPLICZN_000000_0_KR921798|NCBI","Aaquaticus|KAPLICZN_000000_0_KR921798|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"KARAOBAN","43.847031","28.566678","Aaquaticus|KARAOBAN_000000_0_DQ144746|NCBI","Aaquaticus|KARAOBAN_000000_0_DQ144746|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","28S"
"KARAOBAN","43.847031","28.566678","Aaquaticus|KARAOBAN_000000_0_KJ676751|NCBI","Aaquaticus|KARAOBAN_000000_0_KJ676751|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"KARAOBAN","43.847031","28.566678","Aaquaticus|KARAOBAN_000000_0_KJ676752|NCBI","Aaquaticus|KARAOBAN_000000_0_KJ676752|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"KARAOBAN","43.847031","28.566678","Aaquaticus|KARAOBAN_000000_0_KJ676753|NCBI","Aaquaticus|KARAOBAN_000000_0_KJ676753|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
"KARAOBAN","43.847031","28.566678","Aaquaticus|KARAOBAN_000000_0_KJ676754|NCBI","Aaquaticus|KARAOBAN_000000_0_KJ676754|NCBI","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15","COI"
