"liste_gene_cible_par_individu","code_station","lat_deg_dec","long_deg_dec","code_lot_materiel","taxname_lot","code_ind_tri_morpho","code_ind_biomol","taxname_sqc_ass"
"AM4;28S;16S;COI;28S","MEXILHOE","37.160584","-8.61341","STENASELLUS_SP_MEXILHOE|MEXILHOE_200909","STENASELLUS_SP_MEXILHOE","STENASELLUS_SP_MEXILHOE|MEXILHOE_200909[1F]SspM2","SspMexilhoe|MexILHOE_200909_2FID","STENASELLUS_SP_MEXILHOE"
"28S;AM4;COI;16S;28S","MEXILHOE","37.160584","-8.61341","STENASELLUS_SP_MEXILHOE|MEXILHOE_200909","STENASELLUS_SP_MEXILHOE","STENASELLUS_SP_MEXILHOE|MEXILHOE_200909[1]SspM1","SspMexilhoe|MexILHOE_200909_1ID","STENASELLUS_SP_MEXILHOE"
"COI;28S;OPS2;16S;AM4","MEZIO","41.28193","-8.30839","BRAGASELLUS_PELTATUS|MEZIO_201010","BRAGASELLUS_PELTATUS","BRAGASELLUS_PELTATUS|MEZIO_201010[1]BPM1","Bpeltatus|MEZIO_201010_1ID","BRAGASELLUS_PELTATUS"
"AM4;COI;16S;16S;28S;28S;AM4;COI","MEZIO","41.28193","-8.30839","SYNASELLUS_SP_MEZIO|MEZIO_201110","SYNASELLUS_SP_MEZIO","SYNASELLUS_SP_MEZIO|MEZIO_201110[B]PspMz1","Psp_ou_Bsp|MEZIO_201110_1","SYNASELLUS_SP_MEZIO"
"28S;AM4;AM4;AM4;16S;COI","MIJARES","40.03","-0.35","PROASELLUS_LESCHERAE|MIJARES_200910","PROASELLUS_LESCHERAE","PROASELLUS_LESCHERAE|MIJARES_200910[1v]PLeMi1","Plescherae|MIJARES_200910_1ID","PROASELLUS_LESCHERAE"
"16S;16S;AM4;AM4;COI;COI;28S","MILANDRE","47.4851","7.01634","PROASELLUS_CAVATICUS|MILANDRE_201411","PROASELLUS_CAVATICUS","PROASELLUS_CAVATICUS|MILANDRE_201411[A1]PCMi1","Pcavaticus|MILANDRE_201411_1ID","PROASELLUS_CAVATICUS"
"COI;AM4;16S;28S","MILMONDI","50.375087","5.038464","PROASELLUS_HERMALLENSIS|MILMONDI_200807","PROASELLUS_HERMALLENSIS","PROASELLUS_HERMALLENSIS|MILMONDI_200807[B1]PHM1","Phermallensis|MILMONDI_200807_1","PROASELLUS_HERMALLENSIS"
"28S;AM4;16S;COI;COI","MOCILJSK","42.68907","18.07178","PROASELLUS_ANOPHTALMUS_DALMATINUS|MOCILJSK_201107","PROASELLUS_ANOPHTALMUS_DALMATINUS","PROASELLUS_ANOPHTALMUS_DALMATINUS|MOCILJSK_201107[1]PAnM1","Panophtalmusdalmatinus|MOCILJSK_201107_1ID","PROASELLUS_ANOPHTALMUS_DALMATINUS"
"COI;AM4;16S;16S;28S","MODROOKO","43.041714","17.532552","PROASELLUS_SP_MODROOKO|MODROOKO_200704","PROASELLUS_SP_MODROOKO","PROASELLUS_SP_MODROOKO|MODROOKO_200704[1F]PspMo1","PspModrooko|MODROOKO_200704_1FID","PROASELLUS_SP_MODROOKO"
"COI;AM4;28S;16S","MONFIEIS","44.36042","7.26581","PROASELLUS_N_SP_MARTINO_AFF|MONFIEIS_201004","PROASELLUS_N_SP_MARTINO_AFF","PROASELLUS_N_SP_MARTINO_AFF|MONFIEIS_201004[1]PspMf1","PnspMartinoAFF|MONFIEIS_201004_1ID","PROASELLUS_N_SP_MARTINO_AFF"
"28S;16S;AM4;COI","MONREALE","38.009727","13.251476","PROASELLUS_COXALIS|MONREALE_201110","PROASELLUS_COXALIS","PROASELLUS_COXALIS|MONREALE_201110[A1]PCoMo1","Pcoxalis|MONREALE_201110_1ID","PROASELLUS_COXALIS"
"AM4;16S;16S;COI;28S;OPS1;OPS2","MONTEMOR","38.65417","-8.22641","PROASELLUS_RECTANGULATUS|MONTEMOR_201010","PROASELLUS_RECTANGULATUS","PROASELLUS_RECTANGULATUS|MONTEMOR_201010[B]PRcM2","Prectangulatus|MONTEMOR_201010_2","PROASELLUS_RECTANGULATUS"
"OPS1;OPS2;OPS2;28S;16S;COI;AM4","MONTEMOR","38.65417","-8.22641","PROASELLUS_RECTANGULATUS|MONTEMOR_201010","PROASELLUS_RECTANGULATUS","PROASELLUS_RECTANGULATUS|MONTEMOR_201010[1]PRcM1","Prectangulatus|MONTEMOR_201010_1ID","PROASELLUS_RECTANGULATUS"
"16S;COI;AM4;28S","MONTMAUR","44.56021","5.89191","PROASELLUS_SYNASELLOIDES|MONTMAUR_201003","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|MONTMAUR_201003[B1]PSMO6","Psynaselloides|MONTMAUR_201003_6","PROASELLUS_N_SP_VERCLAUSE"
"COI;28S;AM4;16S;16S;COI","MONTMAUR","44.56021","5.89191","PROASELLUS_SYNASELLOIDES|MONTMAUR_201003","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|MONTMAUR_201003[INCONNU]PSMO3","Psynaselloides|MONTMAUR_201003_3","PROASELLUS_SYNASELLOIDES"
"AM4;AM4;COI;16S;28S","MONZON","41.91594","0.17631","PROASELLUS_LESCHERAE|MONZON_200906","PROASELLUS_LESCHERAE","PROASELLUS_LESCHERAE|MONZON_200906[1]PLeC1","Plescherae|MONZON_200906_1ID","PROASELLUS_LESCHERAE"
"16S;28S;AM4;COI","MONZON","41.91594","0.17631","PROASELLUS_LESCHERAE|MONZON_200906","PROASELLUS_LESCHERAE","PROASELLUS_LESCHERAE|MONZON_200906[B.]PLeC2","Plescherae|MONZON_200906_2","PROASELLUS_LESCHERAE"
"16S;AM4;COI;28S","MORA","37.7857","-6.83335","STENASELLUS_GALHANOAE|MORA_201010","STENASELLUS_GALHANOAE","STENASELLUS_GALHANOAE|MORA_201010[1]SGM1","Sgalhanoae|MORA_201010_1ID","STENASELLUS_GALHANOAE"
"COI;COI;AM4;28S;16S","MORA","37.7857","-6.83335","STENASELLUS_GALHANOAE|MORA_201010","STENASELLUS_GALHANOAE","STENASELLUS_GALHANOAE|MORA_201010[2]SGM2","Sgalhanoae|MORA_201010_2","STENASELLUS_GALHANOAE"
"28S;COI;28S;AM4;16S;28S","MORAICA","42.76678","19.39057","PROASELLUS_ANOPHTALMUS|MORAICA_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|MORAICA_201107[1]PAnMo1","Panophtalmus|MORAICA_201107_1ID","PROASELLUS_ANOPHTALMUS"
"28S;16S;COI;AM4","MUGNONE","43.81933","11.29332","PROASELLUS_FAESULANUS|MUGNONE_200904","PROASELLUS_FAESULANUS","PROASELLUS_FAESULANUS|MUGNONE_200904[B1]PFaM3","Pfaesulanus|MUGNONE_200904_3","PROASELLUS_FAESULANUS"
"28S;OPS2;16S;AM4;COI","MUNDO","38.48366","-2.36152","PROASELLUS_MEIJERSAE|MUNDO_200910","PROASELLUS_MEIJERSAE","PROASELLUS_MEIJERSAE|MUNDO_200910[Bm]PMjM3","Pmejersae|MUNDO_200910_3","PROASELLUS_MEIJERSAE"
"28S;28S;28S;COI;COI;16S;16S;AM4;AM4","NACASON","43.20248","-3.58703","STENASELLUS_VIREI|NACASON_201110","STENASELLUS_VIREI","STENASELLUS_VIREI|NACASON_201110[B]SspN1","Svireisp|NACASON_201110_1","STENASELLUS_SP_NACASON"
"28S;AM4;16S;COI;OPS2;OPS1","NACEDERO","42.97672","-1.9184","PROASELLUS_NAVARRENSIS|NACEDERO_200906","PROASELLUS_NAVARRENSIS","PROASELLUS_NAVARRENSIS|NACEDERO_200906[1.]PNN1","Pnavarrensis|NACEDERO_200906_1ID","PROASELLUS_NAVARRENSIS"
"COI;16S;28S;AM4","NACGANDA","43.19399","-3.58217","PROASELLUS_CANTABRICUS|NACGANDA_201110","PROASELLUS_CANTABRICUS","PROASELLUS_CANTABRICUS|NACGANDA_201110[1]PCanN1","Pcantabricus|NACGANDA_201110_1ID","PROASELLUS_CANTABRICUS"
"COI;16S;AM4;28S","NACGANDA","43.19399","-3.58217","PROASELLUS_ORTIZI|NACGANDA_201110","PROASELLUS_ORTIZI","PROASELLUS_ORTIZI|NACGANDA_201110[1]PON1","Portizi|NACGANDA_201110_1ID","PROASELLUS_ORTIZI"
"AM4;OPS2;28S;28S;COI;16S;OPS1","NAVAILLO","43.56129","-1.05223","PROASELLUS_COIFFAITI|NAVAILLO_200906","PROASELLUS_COIFFAITI","PROASELLUS_COIFFAITI|NAVAILLO_200906[2.]PCoiN2","Pcoiffaiti|NAVAILLO_200906_2ID","PROASELLUS_COIFFAITI"
"COI;16S;AM4;28S","NEBLONPR","50.41642","5.455299","PROASELLUS_HERMALLENSIS|NEBLONPR_200807","PROASELLUS_HERMALLENSIS","PROASELLUS_HERMALLENSIS|NEBLONPR_200807[1]PHN1","Phermallensis|NEBLONPR_200807_1ID","PROASELLUS_HERMALLENSIS"
"28S;16S;COI;AM4;28S;28S","NIMIS","46.18897","13.2517","PROASELLUS_N_SP1_NIMIS|NIMIS_201405","PROASELLUS_N_SP1_NIMIS","PROASELLUS_N_SP1_NIMIS|NIMIS_201405[A1]Psp1N1","Pnsp1Nimis|NIMIS_201405_1ID","PROASELLUS_INTERMEDIUS"
"16S;28S;COI;AM4","OGOF","51.82441","-3.67296","PROASELLUS_CAVATICUS|OGOF_200308","PROASELLUS_CAVATICUS","PROASELLUS_CAVATICUS|OGOF_200308[MALEID]PCO4","Pcavaticus|OGOF_200308_4ID","PROASELLUS_CAVATICUS"
"16S;COI;28S;28S;AM4","ORFES","42.17053","2.86924","STENASELLUS_VIREI_ANGELIERI|ORFES_200906","STENASELLUS_VIREI_ANGELIERI","STENASELLUS_VIREI_ANGELIERI|ORFES_200906[B.]SVAO2","Svireiangelieri|ORFES_200906_2","STENASELLUS_VIREI_ANGELIERI"
"COI;28S;AM4;16S;COI","ORLOVAC","43.67218","16.77431","PROASELLUS_ANOPHTALMUS|ORLOVAC_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|ORLOVAC_201107[1]PAnO1","Panophtalmus|ORLOVAC_201107_1ID","PROASELLUS_ANOPHTALMUS"
"28S;OPS1;COI;16S;AM4","ORSO","44.11861","7.874444","PROASELLUS_FRANCISCOLOI|ORSO_200801","PROASELLUS_FRANCISCOLOI","PROASELLUS_FRANCISCOLOI|ORSO_200801[maleID]PFO1a_PFO1b","Pfranciscoloi|ORSO_200801_1ID","PROASELLUS_FRANCISCOLOI"
"28S;AM4;COI;16S;16S","ORTAMIN","42.31861","9.150833","PROASELLUS_SP|ORTAMIN_200810","PROASELLUS_SP","PROASELLUS_SP|ORTAMIN_200810[B]PspMi1","Psp|ORTAMIN_200810_1","PROASELLUS_BERONI"
"28S;COI;AM4;28S;16S","OSOJ1","40.951072","20.776433","PROASELLUS_GJORGJEVICI_LITORALIS|OSOJ1_200909","PROASELLUS_GJORGJEVICI_LITORALIS","PROASELLUS_GJORGJEVICI_LITORALIS|OSOJ1_200909[1]PGjO1","Pgjorgjevicilitoralis|OSOJ1_200909_1ID","PROASELLUS_GJORGJEVICI_LITORALIS"
"AM4;28S;COI;16S;AM4;AM4;AM4","OSOJ1","40.951072","20.776433","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI|OSOJ1_200909","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI|OSOJ1_200909[1]PAaD1","Parnautoviciarnautovici|OSOJ1_200909_1ID","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI"
"16S;AM4;COI;28S","OSOJ2","40.951072","20.776433","PROASELLUS_GJORGJEVICI_LITORALIS|OSOJ2_200909","PROASELLUS_GJORGJEVICI_LITORALIS","PROASELLUS_GJORGJEVICI_LITORALIS|OSOJ2_200909[1]PGjO2","Pgjorgjevicilitoralis|OSOJ2_200909_2ID","PROASELLUS_GJORGJEVICI_LITORALIS"
"28S;COI;AM4;16S","OTOVEC","45.59231","15.1669","PROASELLUS_PARVULUS|OTOVEC_201009","PROASELLUS_PARVULUS","PROASELLUS_PARVULUS|OTOVEC_201009[1]PPrO1","Pparvulus|OTOVEC_201009_1ID","PROASELLUS_PARVULUS"
"28S;28S;AM4;COI;16S","OUEILNEE","43.15","-0.404722","STENASELLUS_SP|OUEILNEE_200811","STENASELLUS_SP","STENASELLUS_SP|OUEILNEE_200811[B]SspO2","Ssp|OUEILNEE_200811_2","STENASELLUS_VIREI"
"COI;16S;28S;AM4","OUEILNEE","43.15","-0.404722","PROASELLUS_AQUAECALIDAE|OUEILNEE_200811","PROASELLUS_AQUAECALIDAE","PROASELLUS_AQUAECALIDAE|OUEILNEE_200811[B]PSAO2","Paquaecalidae|OUEILNEE_200811_2","PROASELLUS_AQUAECALIDAE"
"28S;AM4;16S;28S;COI","OUEILNEE","43.15","-0.404722","STENASELLUS_SP|OUEILNEE_200811","STENASELLUS_SP","STENASELLUS_SP|OUEILNEE_200811[1]SspO1","Ssp|OUEILNEE_200811_1ID","STENASELLUS_VIREI"
"28S;16S;COI;AM4","OUVSARR","44.12495","4.9372","PROASELLUS_N_SP_VERCLAUSE|OUVSARR_201204","PROASELLUS_N_SP_VERCLAUSE","PROASELLUS_N_SP_VERCLAUSE|OUVSARR_201204[1]PspOu4","PnspVerclause|OUVSARR_201204_4ID","PROASELLUS_N_SP_VERCLAUSE"
"COI;AM4;28S;16S;16S;28S","OUVSARR","44.12495","4.9372","PROASELLUS_WALTERI|OUVSARR_201204","PROASELLUS_WALTERI","PROASELLUS_WALTERI|OUVSARR_201204[INCONNU]OUV455","Pwalteri|OUVSARR_201204_455","PROASELLUS_SYNASELLOIDES"
"16S;AM4;COI;28S","OUVVAISO","44.24374","5.04771","PROASELLUS_N_SP_VERCLAUSE|OUVVAISO_201204","PROASELLUS_N_SP_VERCLAUSE","PROASELLUS_N_SP_VERCLAUSE|OUVVAISO_201204[1]PspOu2","PnspVerclause|OUVAISO_201204_2ID","PROASELLUS_N_SP_VERCLAUSE"
"28S;COI;16S;AM4;AM4","PADIDEBA","44.85809","1.750474","PROASELLUS_MERIDIANUS|PADIDEBA_201011","PROASELLUS_MERIDIANUS","PROASELLUS_MERIDIANUS|PADIDEBA_201011[1]PMPd1","Pmeridianus|PADIDEBA_201011_1ID","PROASELLUS_MERIDIANUS"
"COI;16S;28S;AM4","PC33ZARO","35.139974","24.911726","PROASELLUS_SP1|PC33ZARO_201500","PROASELLUS_SP1","PROASELLUS_SP1|PC33ZARO_201500[INCONNU]PC33_1","Psp1|PC33ZARO_201500_1","PROASELLUS_COXALIS"
"AM4;28S;16S;COI","PC45KALA","38.01526","22.06113","PROASELLUS_SP2|PC45KALA_201500","PROASELLUS_SP2","PROASELLUS_SP2|PC45KALA_201500[INCONNU]PC45_1","Psp2|PC45KALA_201500_1","PROASELLUS_COXALIS"
"OPS1;16S;28S;28S;COI;OPS1;AM4;OPS2;OPS2","PEAUXCH","42.93861","-0.440278","PROASELLUS_AQUAECALIDAE|PEAUXCH_200811","PROASELLUS_AQUAECALIDAE","PROASELLUS_AQUAECALIDAE|PEAUXCH_200811[A]PSAP1","Paquaecalidae|PEAUXCH_200811_1","PROASELLUS_AQUAECALIDAE"
"28S;COI;16S;AM4","PELTUSU","40.727528","8.558683","PROASELLUS_RUFFOI_CF|PELTUSU_200905","PROASELLUS_RUFFOI_CF","PROASELLUS_RUFFOI_CF|PELTUSU_200905[1]PRfP1","PruffoiCF|PELTUSU_200905_1ID","PROASELLUS_RUFFOI_CF"
"28S;COI;COI;COI;OPS2;OPS2;AM4;16S;16S;AM4","PENDONES","43.13238","-5.24747","BRAGASELLUS_COMASI|PENDONES_200906","BRAGASELLUS_COMASI","BRAGASELLUS_COMASI|PENDONES_200906[1.]BCN1","Bcomasi|PENDONES_200906_1ID","BRAGASELLUS_COMASI"
"28S;28S;COI;AM4;16S","PENDONES","43.13238","-5.24747","SYNASELLUS_MEIJERSAE|PENDONES_200906","SYNASELLUS_MEIJERSAE","SYNASELLUS_MEIJERSAE|PENDONES_200906[1]SyMN1","SYmejersae|PENDONES_200906_1ID","SYNASELLUS_MEIJERSAE"
"OPS2;AM4;28S;16S;COI;OPS1","PERAL","37.0792","-2.1008","PROASELLUS_LAGARI_AFF|PERAL_200910","PROASELLUS_LAGARI_AFF","PROASELLUS_LAGARI_AFF|PERAL_200910[Bm]PLaP3","PlagariAFF|PERAL_200910_3","PROASELLUS_LAGARI_AFF"
"28S;16S;AM4;OPS2;AM4;OPS1;COI","PERAL","37.0792","-2.1008","PROASELLUS_LAGARI_AFF|PERAL_200910","PROASELLUS_LAGARI_AFF","PROASELLUS_LAGARI_AFF|PERAL_200910[1v]PLaP1","PlagariAFF|PERAL_200910_1ID","PROASELLUS_LAGARI_AFF"
"16S;28S;AM4;AM4;COI;28S;16S","PERPETUA","41.46251","1.39087","STENASELLUS_VIREI_VIREI|PERPETUA_200906","STENASELLUS_VIREI_VIREI","STENASELLUS_VIREI_VIREI|PERPETUA_200906[B*]SVVG1","Svireivirei|PERPETUA_200906_1FID","STENASELLUS_VIREI_VIREI"
"28S;16S;OPS2;OPS2;AM4;COI","PERPETUA","41.46251","1.39087","BRAGASELLUS_LAGARIOIDES|PERPETUA_200906","BRAGASELLUS_LAGARIOIDES","BRAGASELLUS_LAGARIOIDES|PERPETUA_200906[B.]BLG2","Blagarioides|PERPETUA_200906_2","BRAGASELLUS_LAGARIOIDES"
"OPS1;OPS1;28S;AM4;COI;16S;OPS2;28S","PIEZA","43.00429","-3.48502","PROASELLUS_MERIDIANUS|PIEZA_200906","PROASELLUS_MERIDIANUS","PROASELLUS_MERIDIANUS|PIEZA_200906[B]PMQ1","Pmeridianus|PIEZA_200906_1","PROASELLUS_MERIDIANUS"
"16S;28S;COI;AM4","PILAS","37.04646","-4.06266","PROASELLUS_COXALIS_AFF|PILAS_200910","PROASELLUS_COXALIS_AFF","PROASELLUS_COXALIS_AFF|PILAS_200910[B]PCoPi2","Paffcoxalis|PILAS_200910_2","PROASELLUS_GRANADENSIS"
"COI;28S;OPS2;16S;AM4","PILAS","37.04646","-4.06266","PROASELLUS_COXALIS_AFF|PILAS_200910","PROASELLUS_COXALIS_AFF","PROASELLUS_COXALIS_AFF|PILAS_200910[1]PCoPi1","Paffcoxalis|PILAS_200910_1ID","PROASELLUS_GRANADENSIS"
"28S;COI;COI;AM4;OPS2;OPS2;16S;COI","PIMMIT1","38.92917","-77.11806","CAECIDOTEA_KENKI|PIMMIT1_200902","CAECIDOTEA_KENKI","CAECIDOTEA_KENKI|PIMMIT1_200902[1]CKF2","CAEkenki|PIMMIT1_200902_2ID","CAECIDOTEA_KENKI"
"COI;16S;28S;AM4","PIMMIT2","38.92928","-77.11858","CAECIDOTEA_KENKI|PIMMIT2_201109","CAECIDOTEA_KENKI","CAECIDOTEA_KENKI|PIMMIT2_201109[SIL]CKA1","CAEkenki|PIMMIT2_201109_1","CAECIDOTEA_KENKI"
"COI;28S;AM4;16S;COI","PIVKAJAM","45.803611","14.205","PROASELLUS_ISTRIANUS|PIVKAJAM_201202","PROASELLUS_ISTRIANUS","PROASELLUS_ISTRIANUS|PIVKAJAM_201202[2]PIsP2","Pistrianus|PIVKAJAM_201202_2ID","PROASELLUS_ISTRIANUS"
"28S;AM4;16S;AM4;COI;COI","PLATSPRI","42.60002","18.23116","PROASELLUS_ANOPHTALMUS|PLATSPRI_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|PLATSPRI_201107[2]PAnPl2","Panophtalmus|PLATSPRI_201107_2ID","PROASELLUS_ANOPHTALMUS"
"16S;COI;28S;AM4","POCODINU","40.486893","8.518949","PROASELLUS_RUFFOI|POCODINU_201504","PROASELLUS_RUFFOI","PROASELLUS_RUFFOI|POCODINU_201504[A2]PRfPo2","Pruffoi|POCODINU_201504_2ID","PROASELLUS_RUFFOI"
"AM4;COI;16S;28S","POCODINU","40.486893","8.518949","PROASELLUS_RUFFOI|POCODINU_201504","PROASELLUS_RUFFOI","PROASELLUS_RUFFOI|POCODINU_201504[A1]PRfPo1","Pruffoi|POCODINU_201504_1ID","PROASELLUS_RUFFOI"
"AM4;16S;OPS1;OPS1;28S;28S;COI","POSTLAKE","50.68643","-3.417741","PROASELLUS_MERIDIANUS|POSTLAKE_200912","PROASELLUS_MERIDIANUS","PROASELLUS_MERIDIANUS|POSTLAKE_200912[B]PMP2","Pmeridianus|POSTLAKE_200912_2","PROASELLUS_MERIDIANUS"
"16S;AM4;COI;OPS2;28S","POUCA","41.49062","-7.64903","BRAGASELLUS_CORTESI|POUCA_201010","BRAGASELLUS_CORTESI","BRAGASELLUS_CORTESI|POUCA_201010[B]BCoP2","Bcortesi|POUCA_201010_2","BRAGASELLUS_CORTESI"
"28S;16S;COI;AM4","POZZANOR","39.815626","19.842651","PROASELLUS_COXALIS|POZZANOR_201203","PROASELLUS_COXALIS","PROASELLUS_COXALIS|POZZANOR_201203[B1]PCoPz2","Pcoxalis|POZZANOR_201203_2","PROASELLUS_COXALIS"
"COI;AM4;28S;16S","PRADIELI","46.28929","13.26858","PROASELLUS_N_SP_PRADIELIS|PRADIELI_201405","PROASELLUS_N_SP_PRADIELIS","PROASELLUS_N_SP_PRADIELIS|PRADIELI_201405[B1]PspPr2","PnspPradielis|PRADIELI_201405_2","PROASELLUS_VULGARIS"
"16S;28S;AM4;28S;COI","PRADIELI","46.28929","13.26858","PROASELLUS_N_SP_PRADIELIS|PRADIELI_201405","PROASELLUS_N_SP_PRADIELIS","PROASELLUS_N_SP_PRADIELIS|PRADIELI_201405[A1]PspPr1","PnspPradielis|PRADIELI_201405_1ID","PROASELLUS_VULGARIS"
"AM4;COI;28S;16S","PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","ASELLUS_AQUATICUS|PRATIRO_201408[B1]AAP2","Aaquaticus|PRATIRO_201408_2","ASELLUS_AQUATICUS"
"AM4;COI;28S;16S","PRIBENIK","48.383607","22.002686","PROASELLUS_PRIBENICENSIS|PRIBENIK_201110","PROASELLUS_PRIBENICENSIS","PROASELLUS_PRIBENICENSIS|PRIBENIK_201110[1]PPbP1","Ppribenicensis|PRIBENIK_201110_1ID","PROASELLUS_PRIBENICENSIS"
"COI;AM4;AM4;16S;28S;28S","PROMILHA","43.805","2.918611","STENASELLUS_VIREI_VIREI|PROMILHA_200207","STENASELLUS_VIREI_VIREI","STENASELLUS_VIREI_VIREI|PROMILHA_200207[INCONNU]SspP1","Svireivirei|PROMILHA_000000_1","STENASELLUS_VIREI_VIREI"
"16S;AM4;COI;28S","PRVOVERZ","46.58587","16.16869","PROASELLUS_SLAVUS|PRVOVERZ_201009","PROASELLUS_SLAVUS","PROASELLUS_SLAVUS|PRVOVERZ_201009[B]PSlP1","Pslavus|PRVOVERZ_201009_1ID","PROASELLUS_SLAVUS"
"28S;AM4;COI;16S;28S","PTSUREAU","46.120803","0.104957","GALLASELLUS_SP_A|PTSUREAU_201403","GALLASELLUS_SP_A","GALLASELLUS_SP_A|PTSUREAU_201403[A1]GspPs1","GspA|PTSUREAU_201403_1ID","GALLASELLUS_HEILYI"
"16S;28S;COI;AM4","PUITD","46.08472","-0.925278","GALLASELLUS_HEILYI|PUITD_200912","GALLASELLUS_HEILYI","GALLASELLUS_HEILYI|PUITD_200912[1]GHT1","Gheyli|PUITD_200912_1ID","GALLASELLUS_HEILYI"
"28S;16S;16S;AM4;28S;28S;16S;COI","PUYRABIE","46.342441","0.382391","GALLASELLUS_N_SP_RABIER|PUYRABIE_201404","GALLASELLUS_N_SP_RABIER","GALLASELLUS_N_SP_RABIER|PUYRABIE_201404[A1]GspPu1","GnspRabier|PUYRABIE_201404_1ID","GALLASELLUS_N_SP_RABIER"
"28S;AM4;COI;16S","PYRGYRO","38.318146","20.565679","PROASELLUS_COXALIS|PYRGYRO_201303","PROASELLUS_COXALIS","PROASELLUS_COXALIS|PYRGYRO_201303[A1]PCoPy1","Pcoxalis|PYRGYRO_201303_1ID","PROASELLUS_COXALIS"
"COI;AM4;16S;28S","QATTINE","33.8757","35.7973","PROASELLUS_BARDAUNII|QATTINE_201010","PROASELLUS_BARDAUNII","PROASELLUS_BARDAUNII|QATTINE_201010[2]PBaH1","Pbardaunii|QATTINE_201010_1ID","PROASELLUS_BARDAUNII"
"AM4;16S;28S;COI","QUINQUE","46.41806","5.54","PROASELLUS_CAVATICUS|QUINQUE_200908","PROASELLUS_CAVATICUS","PROASELLUS_CAVATICUS|QUINQUE_200908[1]PCQ1","Pcavaticus|QUINQUE_200908_1ID","PROASELLUS_CAVATICUS"
"OPS2;28S;28S;16S;16S;COI;COI;COI;AM4;AM4;AM4;OPS1;OPS1;OPS2","QUINTANA","43.40031","-4.7712","PROASELLUS_OVIEDENSIS|QUINTANA_200906","PROASELLUS_OVIEDENSIS","PROASELLUS_OVIEDENSIS|QUINTANA_200906[I]POvP1","Poviedensis|QUINTANA_200906_1","PROASELLUS_OVIEDENSIS"
"AM4;COI;16S;28S;OPS1;OPS2;OPS2","RESCANO","43.29376","-3.69926","PROASELLUS_CANTABRICUS|RESCANO_200906","PROASELLUS_CANTABRICUS","PROASELLUS_CANTABRICUS|RESCANO_200906[1.]PCanR1","Pcantabricus|RESCANO_200906_1ID","PROASELLUS_CANTABRICUS"
"AM4;28S;28S;28S;COI;16S;16S;COI","RIBNICE","42.442575","19.268646","PROASELLUS_SP|RIBNICE_200609","PROASELLUS_SP","PROASELLUS_SP|RIBNICE_200609[1F]PspRi1","Psp|RIBNICE_200609_1FID","PROASELLUS_ANOPHTALMUS"
"AM4;COI;28S;16S","ROSNJA","46.48262","15.75602","PROASELLUS_DEMINUTUS|ROSNJA_201009","PROASELLUS_DEMINUTUS","PROASELLUS_DEMINUTUS|ROSNJA_201009[1]PDR1","Pdeminutus|ROSNJA_201009_1ID","PROASELLUS_DEMINUTUS"
"COI;16S;28S;AM4","ROSSFELD","48.3339","7.63116","PROASELLUS_WALTERI|ROSSFELD_200911","PROASELLUS_WALTERI","PROASELLUS_WALTERI|ROSSFELD_200911[1]PWRo1","Pwalteri|ROSSFELD_200911_1ID","PROASELLUS_WALTERI"
"28S;AM4;16S;COI","ROSSFELD","48.3339","7.63116","PROASELLUS_NOLLI|ROSSFELD_200911","PROASELLUS_NOLLI","PROASELLUS_NOLLI|ROSSFELD_200911[1]PNoKR1","Pnolli|ROSSFELD_200911_1ID","PROASELLUS_NOLLI"
"28S;16S;COI;COI;AM4","ROUMONTE","44.551923","4.747669","PROASELLUS_N_SP_MONTELIMAR|ROUMONTE_201205","PROASELLUS_N_SP_MONTELIMAR","PROASELLUS_N_SP_MONTELIMAR|ROUMONTE_201205[A2]PspRm2","PnspMontelimar|ROUMONTE_201205_2","PROASELLUS_N_SP_MONTELIMAR"
"COI;16S;AM4;28S","ROZAT","42.676","18.1367","PROASELLUS_ANOPHTALMUS_RHAUSINUS|ROZAT_201107","PROASELLUS_ANOPHTALMUS_RHAUSINUS","PROASELLUS_ANOPHTALMUS_RHAUSINUS|ROZAT_201107[1]PAnR1","Panophtalmusrhausinus|ROZAT_201107_1ID","PROASELLUS_ANOPHTALMUS_RHAUSINUS"
"COI;AM4;28S;COI;16S","RUDRON","42.7023","-3.91793","PROASELLUS_CANTABRICUS|RUDRON_201010","PROASELLUS_CANTABRICUS","PROASELLUS_CANTABRICUS|RUDRON_201010[B]PCanM2","Pcantabricus|RUDRON_201010_2","PROASELLUS_EBRENSIS"
